rotten_tomatoes_link,movie_title,movie_info,critics_consensus,content_rating,genres,directors,authors,actors,original_release_date,streaming_release_date,runtime,production_company,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count
m/tales_from_the_crypt_presents_demon_knight,Tales from the Crypt Presents: Demon Knight,"Ex-soldier Frank Brayker (William Sadler) is the guardian of an ancient key that can unlock tremendous evil; the sinister but charming Collector (Billy Zane) is a demon who wants the key so he can initiate the apocalypse. On the run from wicked mercenaries for almost 90 years, Brayker finally stops in at a boarding house in New Mexico where -- with the help of its quirky residents -- he plans to face off against the Collector and his band of ghouls, preventing them from ever seizing the key.",,R,"Comedy, Horror","Ernest R. Dickerson, Gilbert Adler","Ethan Reiff, Cyrus Voris, Mark Bishop","Billy Zane, William Sadler, Jada Pinkett Smith, Brenda Bakke, CCH Pounder, Dick Miller, Thomas Haden Church, John Schuck, Gary Farmer, Charles Fleischer, Tim De Zarn, Sherrie Rose, Ryan Sean O'Donohue, Tony Salome, Ken Baldwin, Tiffany Anne, Reda Beebe, Mecki Heussen, Te-See Bender, Traci Bingham, John Larroquette, Ponti Butler, Veronica Culver, Tina Hollimon, Elaine Marks, Mim Parker, Graham Galloway, Dale Swann, Mark D. Kennerly, Peggy Trentini, Kathy Barbour, Tina New, John Kassir",1/13/1995,4/19/2016,92,MCA Universal Home Video,Rotten,36,33,Upright,64,23234,10,12,21
m/tales_from_the_hood_2,Tales from the Hood 2,"A series of bloodcurdling tales about lust, greed, pride and politics.",,R,Horror,"Rusty Cundieff, Darin Scott","Rusty Cundieff, Darin Scott","Kedrick Brown, Keith David, Alicia Davis Johnson, Bryan Batt, Creighton Thomas, Lou Beatty Jr., Issa Abou, Alexandria Deberry, Jasmine Akakpo, Bill Martin Williams, Gunnar Anderson, Martin Bats Bradford, Kendrick Cross",,10/2/2018,111,Universal 1440 Entertainment,Fresh,75,8,Spilled,27,155,1,6,2
m/talk_radio,Talk Radio,"On-air radio personality Barry Champlain (Eric Bogosian) likes to push buttons -- and the envelope. The talk show host has gained popularity by being controversial, and now his show is going national. But as Barry enjoys his professional success, his personal life is unraveling. He is still battling with his ex-wife (Ellen Greene), and also receiving sizable amounts of hate mail. When Barry hits the airwaves for a lengthy session, he gets a deranged caller who just may prove to be his match.","The gripping union of a director and star at the peak of their respective powers, Talk Radio offers the viewer a singularly unlikable character and dares you to look away.",R,"Art House & International, Drama, Mystery & Suspense",Oliver Stone,"Oliver Stone, Eric Bogosian","Eric Bogosian, Alec Baldwin, Ellen Greene, Leslie Hope, John C. McGinley, John Pankow, Bill Johnson, Michael Wincott, Zach Grenier, David Brenner, Anna Levine, Robert Trebor, Linda Atkinson, Allan Corduner, Tony Frank, Kevin Howard, Bruno Rubeo, Pirie MacDonald, Alan Corduner, Mimi Cochran, Chip Moody, David Poynter, Jan-Michael Vincent, Park Overall, Michele Mariana, Leigh French, Theresa Bell, Rockets Redglare, William DeAcutis, Earl Hindman",12/1/1988,5/8/2015,110,MCA Universal Home Video,Certified-Fresh,82,49,Upright,81,6763,13,40,9
m/ted_2,Ted 2,"Life has changed drastically for thunder buddies John (Mark Wahlberg), now a bachelor, and best pal Ted (Seth MacFarlane), now married to the woman (Jessica Barth) of his dreams. Problems arise when the couple decide to adopt a child, but the law declares Ted to be property and not a person. Angry and dejected, the lovably foulmouthed teddy bear must now seek legal help from a young lawyer (Amanda Seyfried) and a legendary, civil-rights attorney (Morgan Freeman) to get the justice he deserves.","Ted 2 reunites Mark Wahlberg and Seth MacFarlane for another round of sophomoric, scatological humor -- and just as before, your enjoyment will depend on your tolerance for all of the above.",R,Comedy,Seth MacFarlane,"Seth MacFarlane, Alec Sulkin, Wellesley Wild","Mark Wahlberg, Amanda Seyfried, Jessica Barth, Giovanni Ribisi, Morgan Freeman, Seth MacFarlane, Dennis Haysbert, Patrick Warburton, Richard Schiff, Michael Dorn, Martin Klebba, Sam J. Jones, Bill Smitrovich, John Slattery, Cocoa Brown, John Carroll Lynch, Ron Canada, Liam Neeson, Patrick Stewart, Jay Leno, Jimmy Kimmel, Kate McKinnon, Bobby Moynihan, Taran Killam, Sebastian Arcelus, Jay Patterson, Steve Callaghan, Nana Visitor, Maggie Geha, Jessica Szohr, Craig Ricci Shaynak, Lexi Atkins, Jack Knight, Lauren Sanchez, William Xifaras, Altena Lester, Curtis Stigers, Julius Sharpe, Liz E. Morgan, Alec Sulkin, Ralph Garman, Michael Steven Costello, Vanessa Vander Pluym, J. Mark Donaldson, Frank Lloyd, Becky Dennis, Bart Piscitello, Michael Trisler, Ryan Hanna King, Robert Holfelder, David Goldman, Ronobir Lahiri, Barry J. Ratcliffe, Kate Gustafson, Chris Regan, Nefetari Spencer, Jeffrey Stubblefield, Wellesley Wild, Lenny Clarke, Rachael MacFarlane, Christy Scott Cashman, Joseph Micucci, Josiah Blount, Dustin Ybarra, Chris Neville, Matthew Walters, Aaron Zell, Scott Wahle, John Viener, Kate O'Brien, Johnny Alves, Billy Concha, Silvio Cuadra, Andrew Torres, Luke Adams, Tara Strong, Tiffany",6/26/2015,12/1/2015,115,Universal Pictures,Rotten,45,206,Spilled,50,65290,45,92,114
m/ted_2012,Ted,"When John Bennett (Mark Wahlberg) was a little boy, he made a wish that Ted (Seth MacFarlane), his beloved teddy bear, would come alive. Thirty years later, foul-mouthed Ted is still John's constant companion, much to the chagrin of Lori (Mila Kunis), John's girlfriend. Though Lori's displeasure is exacerbated by the pair's constant consumption of beer and weed, she's not the one who's most disappointed with John; it may take the intervention of John's boyhood toy to help him grow up at last.","Ted's ""romance versus bromance"" plot is familiar, but the film's held aloft by the high-concept central premise and a very funny (albeit inconsistent) script.",R,Comedy,Seth MacFarlane,"Seth MacFarlane, Wellesley Wild, Alec Sulkin","Mark Wahlberg, Mila Kunis, Seth MacFarlane, Giovanni Ribisi, Joel McHale, Matt Walsh, Jessica Barth, Aedin Mincks, Bill Smitrovich, Patrick Warburton, Patrick Stewart, Norah Jones, Sam J. Jones, Tom Skerritt, Brett Manley, Ralph Garman, Alex Borstein, John Viener, Laura Vandervoort, Robert Wu, Ginger Gonzaga, Jessica Stroup, Melissa Ordway, Max Harris, T.J. Hourigan, Zane Cowans, Owen Clarke, Kristina Ellery, Katelyn Lorren, Chanty Sok, Sara Fischer, Cassie Djerf, Joe Siriani, Patrick Shea, Henry Penzi, Tania Cabrera, Colton Shires, Viera Andrea Moya, Hajee Kim, Lydia Hannibal, Shawn Thornton, Eric Weinstein, Danny Smith, Mike Nikitas, Robin Hamilton, Johnny Lee Davenport, Christina Everett",6/29/2012,7/21/2015,106,Universal Pictures,Fresh,69,220,Upright,73,375380,47,152,68
m/thank_you_for_your_service_2017,Thank You for Your Service,"Sgt. Adam Schumann tries to readjust to civilian life after returning home from the war in Iraq. Fellow soldier Tausolo Aeiti must deal with the aftermath of a bombing that left him with a traumatic brain injury. Will Waller searches for normalcy after surviving several explosions, while Michael Emory must deal with the effects of a sniper's bullet to the head. With memories of the battlefield still lingering, the soldiers soon begin their long journey to physical and emotional rehabilitation.",Thank You for Your Service takes a sobering and powerfully acted -- if necessarily incomplete -- look at soldiers grappling with the horrific emotional impact of war.,R,Drama,Jason Hall,Jason Hall,"Miles Teller, Haley Bennett, Amy Schumer, Beulah Koale, Scott Haze, Keisha Castle-Hughes, Brad Beyer, Omar J. Dorsey, Jayson Warner Smith",10/27/2017,10/30/2018,108,Universal Studios,Certified-Fresh,77,114,Upright,72,6860,34,88,26
m/that-touch-of-mink,That Touch of Mink,"Cathy Timberlake (Doris Day) is en route to a job interview when a car transporting businessman Philip Shayne (Cary Grant) covers her in mud. He sends his assistant, Roger (Gig Young), to apologize, but upon meeting Cathy, Roger knows that she would be a suitable match for his boss. Despite their mutual attraction, Cathy and Philip want different things. Philip wants a fling, while Cathy wants a marriage. As they travel to exotic locales, their differing motivations are put to the test.",,NR,"Classics, Comedy, Drama, Romance",Delbert Mann,"Stanley Shapiro, Nate Monaster","Cary Grant, Doris Day, Gig Young, Audrey Meadows, John Astin, Dick Sargent, Alan Hewitt, Richard Sargent, Joey Faye, John R. McKee, Laurie Mitchell, John Fiedler, Willard Sage, Jack Livesey, June Ericson, Laiola Wendorf, Roger Maris, Mickey Mantle, Yogi Berra, Art Passarella, Laiola Wendorff, Dorothy Abbott, Cathy Merchant, Ralph Manza, William Landeau, Kathryn Givney, Alice Backes, Richard Deacon, Fred Essler, Helen Brown, Nelson Olmsted, Clegg Hoyt, Isabella Albonico, William Lanteau, Billy M. Greene, Melora Conway, Yvonne Peattie, Russ Bender, Jon Silo, Tyler McVey, Jan Burrell, Louise Arthur, John Morley, Edna Bennett, Sally Hughes, William Gleason, Rosalind Roberts, Cathie Merchant, Barbara Collentine, Jack Rice, Suzanne Barton, Bette Woods, Doris Lynn, George Simmons",6/14/1962,7/2/2013,99,Universal,Fresh,78,9,Upright,70,7667,0,7,2
m/that_old_feeling,That Old Feeling,"Molly De Mora (Paula Marshall) is getting married, with her beau being Keith Marks (Jamie Denton), a political hopeful who is running on a family values platform. Molly invites her now-divorced parents, Lilly (Bette Midler) and Dan (Dennis Farina), to the ceremony, only to see them rekindle their romance despite the fact both are remarried. Fearing a tabloid scandal that could damage Keith's candidacy, Molly sets out to stop them, but the pair have run off and aren't so easily tracked.",,PG-13,"Comedy, Romance",Carl Reiner,Leslie Dixon,"Bette Midler, Dennis Farina, Paula Marshall, Gail O'Grady, David Rasche, James Denton, Danny Nucci, Penny Marshall, Jayne Eastwood, Michael J. Reynolds, Blu Mankuma, Joan Luchak, Mike Wilmot, Lula Franklin, George Hevenor, Arlene Meadows, Don Allison, Ian D. Clark, David Huband, Tony Craig, Kim Bourne, Cara Chisholm, Pedro Salvin, Doug Murray (II), John Nightingale, Scott Gibson, Mary Jo Eustace, Ian Downie, Marjorie Lowe, Michelle Carberry, Justina Taglialatela, Tabitha Lupien, Brittney Kuczynski, Alexandra Longo, Gerry Mendicino, Jerry Schaeffer, Madeline Lee",4/4/1997,9/10/2015,105,MCA Universal Home Video,Rotten,43,14,Spilled,59,6620,4,6,8
m/the-war1994,The War,"In 1970s rural Mississippi, Vietnam veteran Stephen Simmons (Kevin Costner) adjusts to life after military service. Plagued by nightmares about his wartime experiences, Stephen finds some measure of peace in his new mining job and his relationship with his wife, Lois (Mare Winningham). As Stephen works through his battle trauma, his children -- son Stu (Elijah Wood) and daughter Lidia (Lexi Randall) -- wage a war against a group of neighborhood kids over the ownership of a tree house.",,PG-13,"Action & Adventure, Drama",Jon Avnet,Kathy McWorter,"Kevin Costner, Elijah Wood, Mare Winningham, Lexi Randall, Christine Baranski, Raynor A. Young, Raynor Scheine, Bruce A. Young, LaToya Chisholm, Charlotte Lewis, Christopher Fennell, Donald Sellers, Debra Zane, Leon Sills, Will West, Brennan Gallagher, Adam Henderson, Charlette Julius, Jennifer Tyler, Lucas Black, Justin Lucas, Mary Nell Santacroce, Nick Searcy, Gary Basaraba, Judson Vaughn, Jay Brooks, Afemo Omilami, Tim Ware, J. Don Ferguson, Ron Clinton Smith, Tom Even, Dorothy Davis, Bill Coates, Wilson L. Middlebrooks",11/4/1994,3/18/2014,125,Universal Pictures,Rotten,25,16,Upright,73,17376,4,4,12
m/the_air_up_there_1994,The Air Up There,An American basketball coach (Kevin Bacon) learns how to play the Kenya way as he scouts a tall African (Charles Gitonga Maina).,,PG,"Action & Adventure, Comedy",Paul Michael Glaser,"Kenneth Kaufman, Max Apple","Kevin Bacon, Charles Gitonga Maina, Yolanda Vazquez, Winston Ntshona, Mabutho 'Kid' Sithole, Sean McCann, Dennis Patrick, Ilo Mutombo, Nigel Miguel, Eric Menyuk, Daphne Ashbrook, Keith Gibbs, Don Finn, Mali Finn, Miriam Owiti, Vitelbo Vazquez, Douglas Leboyare, Francis Mutei, Yolanda Vasquez, Gibson Gathu Mbugua, Vusi Kunene, Connie Chiume, John Matshikiza, Ken Gampu, Fanyana H. Sidumo, Peter Khubeke, Salathial Maake, Jomo Lewarani, John Lesley, Wendell Brereton, Falconer Abraham, Dennis Orina, Danstan Ojoo, Peter Kigadi, Benson Rateng, Bright Tjatji, Ramolao Makhene",1/7/1994,12/16/2016,108,Universal,Rotten,21,28,Spilled,35,19847,8,6,22
m/the_best_man_holiday_2013,The Best Man Holiday,"Nearly 15 years after they were last together as a group, college friends Lance (Morris Chestnut), Harper (Taye Diggs), Candace (Regina Hall), Quentin (Terrence Howard), Robyn (Sanaa Lathan), Jordan (Nia Long), Murch (Harold Perrineau), and Mia (Monica Calhoun) finally reunite over the Christmas holidays. Though much has changed in their lives, the friends discover just how easy it is for long-forgotten rivalries and passionate romances to be reignited.","The Best Man Holiday manages honest laughs out of broad humor, and affects convincing drama from a deeply conventional plot.",R,Comedy,Malcolm D. Lee,Malcolm D. Lee,"Morris Chestnut, Taye Diggs, Regina Hall, Terrence Howard, Sanaa Lathan, Nia Long, Harold Perrineau, Monica Calhoun, Melissa DeSousa, Eddie Cibrian, John Michael Higgins, Richie Lawrence, Millie Davis, Linden Liles-McCurdy, Isis Moore, Shai Pierre-Dixon, Allison Augustin, Paulina B. Abarca, Catherine Bruhier, Julianna Barclay, David Schürmann, Mark Robert Ellis, Pam Oliver, Greg Gumbel, Eddie George, Marsha Ambrosious, Anthony Hamilton, Elle Downs, Linda Carter, Michael ""MD"" Dunston, Ryan Lamanna, Chris Williams (XII), Riele West Downs",11/15/2013,10/28/2015,122,Universal Pictures,Fresh,71,96,Upright,83,52746,33,68,28
m/the_bingo_long_traveling_all_stars_and_motor_kings,The Bingo Long Traveling All-Stars & Motor Kings,"Top baseball pitcher Bingo Long (Billy Dee Williams) is fed up with how his Negro League team owner treats him, so he forms his own lineup, recruiting big-hitting Leon Carter (James Earl Jones) and Charlie Snow (Richard Pryor), who dreams of playing in the majors. Boycotted by black teams, Long's outfit play minor league white teams, earning more attention as entertainers than as players. However, their success wins them a chance to play again in the Negro League, this time as equals.",,PG,Comedy,John Badham,"Hal Barwood, Matthew Robbins","Billy Dee Williams, James Earl Jones, Richard Pryor, Stan Shaw, Ted Ross, DeWayne Jessie, Rico Dawson, Sam ""Birmingham"" Briston, Jophery C. Brown, Leon Wagner, Tony Burton, John McCurry, Mabel King, Sam Laws, Alvin Childress, Ken Foree, Carl Gordon, John R. McKee, Ahna Capri, Joel Fluellen, Sarina C. Grant",7/16/1976,3/5/2016,110,MCA Universal Home Video,Fresh,88,17,Upright,68,318,7,15,2
m/the_boss_2016,The Boss,"Wealthy CEO Michelle Darnell (Melissa McCarthy) always gets her way, until she's busted for insider trading and sent to federal prison. After leaving jail, Darnell finds herself broke, homeless and hated. Luckily, she tracks down former assistant Claire (Kristen Bell), the only person who's willing to help. While staying with Claire and her young daughter, the ex-con devises a new business model for a brownie empire. Unfortunately, some old enemies stand in the way of her return to the top.","Melissa McCarthy remains as fiercely talented as ever, but her efforts aren't enough to prop up the baggy mess of inconsistent gags and tissue-thin writing that brings down The Boss.",R,Comedy,Ben Falcone,"Ben Falcone, Melissa McCarthy, Steve Mallory","Melissa McCarthy, Kristen Bell, Peter Dinklage, Kristen Schaal, Kathy Bates, Parker Young, Cecily Strong, Margo Martindale, Tyler Labine, Ella Anderson, Timothy Simons, Mary Sohn, Eva Peterson, Aleandra Newcomb, Annie Mumolo, Presley Coley, Ben Falcone, Michael McDonald, Rob Pralgo, Larry Dorf, Cedric Yarbrough, Mark Oliver, Rico Ball, Carla Fisher, Sharon Conley, Joel Esperanza, Morgan Hinkleman, Steve Mallory, Nick Arapoglou, Gayle King, Chandler Head, Vivian Falcone, Isabella Amara, Damon Jones, T-Pain, Dylan Cheek, Parker Allen, Jasmine Harper, John Jeffrey, Devon Li, Allison Williams, Desiree Dixon, Jordan Galloway",4/8/2016,10/4/2016,99,Universal Pictures,Rotten,21,193,Spilled,38,27115,47,41,153
m/the_bourne_legacy,The Bourne Legacy,"When the actions of Jason Bourne spark a fire that threatens to burn down decades of research across a number of secret intelligence agencies, Eric Byer (Edward Norton), the man who built the programs, decides he must sacrifice one of them: Outcome. Aaron Cross (Jeremy Renner), one of Outcome's six agents, and research scientist Marta Shearing (Rachel Weisz) go on the run when Byer targets them for termination. But Cross proves to be a far deadlier target than Byer realizes.","It isn't quite as compelling as the earlier trilogy, but The Bourne Legacy proves the franchise has stories left to tell -- and benefits from Jeremy Renner's magnetic work in the starring role.",PG-13,"Action & Adventure, Mystery & Suspense",Tony Gilroy,"Tony Gilroy, Dan Gilroy","Jeremy Renner, Edward Norton, Rachel Weisz, Joan Allen, Albert Finney, Stacy Keach, Scott Glenn, Oscar Isaac, David Strathairn, Donna Murphy, Michael Chernus, Corey Stoll, Alice Gainer, Prue Lewarne, Howard Leader, James Joseph O'Neil, Tony Guida, Sonnie Brown, Neil Brooks Cunningham, Zeljko Ivanek, Rob Riley, Noel Wilson, Dennis Boutsikaris, Corey Johnson, Jennifer Kim, Page Leong, John Douglas Thompson, Adi Hanash, Robert Prescott, David Wilson Barnes, Don Guillory, Patrick Vincent Marro, Ali Farahnakian, Gita Reddy, Tom Riis Farrell, Steve Routman, Peter Barent Lewis, Anitha Gandhi, Heather Lupton Rasche, Natalie Bird, Nilaja Sun Gordon, Christopher Mann, Billy Smith, Murray Knudsen, Susan Egbert, Tim Devitt, Brian Poteat, Clayton Barber, Elizabeth Marvel, Michael Papajohn, David Leitch, Michael Berresse, Deidre Goodwin, Laura Spaeth, Sam Gilroy, Sharon Washington, Rachel Black, Frank Deal, Rob Yang, Catherine Curtin, Matt Oberg, Gary Lee Mahmoud, Faye Yvette McQueen, Pat Battle, Nico Bernuth, Jane Jameston, Roland Manansala, John Arcilla, Josh Banks, Shane Jacobson, Allen Jo, Jonathan Eusebio, Jon Valera, Carl Villa Roman, Louis Ozawa Changchien, Madeleine Nicolas, Ruby Ruiz, Cherry Devera, Julienne Orindain, Antonette R. Garcia, Sonny Tuazon, Normandy Bacaltos, Edgar Letran, Alvin Zalamea, Spencer Sano, Julie R. Ysla, Joel Torre, Hermie Concepcion, Arthur Acuña, Adrian Talinga, Lou Veloso, Ian Blackman, Jodi Applegate Kay, Tony Carlin, Karen Pittman, Ana Berry, Matthew Walters, Brian O'Neill, Robert Christopher Riley",8/10/2012,7/22/2015,135,Universal Pictures,Rotten,55,230,Spilled,58,282109,51,126,104
